name,aeroplane,bicycle,bird,boat,bottle,bus,car,chair,cow,diningtable,horse,motorbike,person,train
2523,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2524,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2525,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2529,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2533,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2534,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2539,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2540,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2544,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2545,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2547,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2554,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2555,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2558,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2563,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2564,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2565,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2566,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2567,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2571,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2572,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2579,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2584,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2585,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2586,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2589,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2590,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2595,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2599,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2600,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2603,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2605,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2606,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2613,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2621,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2625,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2632,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2633,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2634,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2635,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2641,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2643,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2646,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2647,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2649,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2653,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2657,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2659,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2662,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2664,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2666,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2667,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2668,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2669,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2675,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2678,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2682,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2684,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2689,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2693,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2695,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2699,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2702,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2704,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2709,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2710,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2713,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2714,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2715,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2717,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2718,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2721,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2722,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2723,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2727,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2730,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2734,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2735,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2737,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2738,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2741,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2744,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2745,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2747,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2749,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2751,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2755,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2757,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2759,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2762,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2763,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2765,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2772,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2774,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2776,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2779,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2782,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2783,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2786,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2791,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2794,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2795,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2798,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2800,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2801,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2803,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2804,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2807,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2812,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2815,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2816,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2827,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2833,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2834,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2835,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2836,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2838,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2841,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2842,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2844,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2847,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2854,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2858,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2859,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2864,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2866,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2867,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2868,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2869,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2870,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2879,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2881,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2884,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2886,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2889,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2891,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2893,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2896,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2899,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2906,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2910,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2912,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2913,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2914,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2915,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2916,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2917,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2919,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2932,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2933,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2935,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2937,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2938,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2940,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2941,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2942,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2943,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2954,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2956,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2958,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2960,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2962,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2965,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2969,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2975,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2976,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2978,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2984,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2987,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2988,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2990,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2992,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2994,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3007,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3008,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3009,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3013,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3015,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3017,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3023,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3027,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3028,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3032,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3034,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3038,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3039,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3042,0,0,0,0,0,0,0,1,0,1,0,0,1,0
3047,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3051,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3053,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3056,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3057,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3058,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3061,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3064,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3065,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3066,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3072,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3074,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3077,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3078,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3082,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3083,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3086,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3088,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3089,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3090,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3092,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3094,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3098,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3102,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3103,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3105,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3107,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3112,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3116,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3117,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3118,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3121,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3122,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3124,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3126,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3129,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3133,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3135,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3137,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3138,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3140,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3142,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3145,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3149,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3154,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3155,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3159,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3162,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3163,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3164,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3165,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3175,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3176,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3178,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3181,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3183,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3185,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3188,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3195,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3199,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3200,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3205,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3207,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3210,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3214,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3218,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3219,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3223,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3229,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3231,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3233,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3240,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3242,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3243,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3244,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3247,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3250,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3254,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3256,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3259,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3261,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3262,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3269,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3270,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3271,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3273,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3280,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3282,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3285,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3290,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3292,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3294,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3296,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3299,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3307,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3311,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3313,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3316,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3320,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3327,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3330,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3331,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3335,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3336,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3337,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3338,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3344,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3349,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3350,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3354,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3355,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3359,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3362,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3363,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3365,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3369,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3370,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3376,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3377,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3379,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3380,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3386,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3390,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3391,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3395,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3396,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3397,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3403,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3404,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3406,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3407,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3410,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3412,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3413,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3416,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3417,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3420,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3421,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3422,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3424,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3429,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3433,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3435,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3439,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3441,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3452,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3453,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3455,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3458,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3461,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3464,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3465,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3468,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3469,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3470,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3477,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3484,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3492,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3493,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3496,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3497,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3499,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3510,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3511,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3516,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3518,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3519,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3521,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3524,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3529,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3530,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3537,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3539,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3548,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3549,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3550,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3551,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3554,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3556,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3564,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3565,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3566,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3567,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3576,0,0,0,0,0,1,0,0,0,0,0,1,1,0
3577,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3580,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3585,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3587,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3588,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3589,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3594,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3596,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3597,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3599,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3603,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3605,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3606,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3608,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3611,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3614,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3618,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3621,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3623,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3625,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3628,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3634,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3635,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3636,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3638,0,0,0,0,0,0,0,1,0,1,0,0,1,0
3639,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3640,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3642,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3644,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3645,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3646,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3651,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3654,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3655,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3657,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3658,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3663,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3664,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3667,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3669,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3675,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3679,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3684,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3685,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3688,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3691,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3695,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3696,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3700,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3703,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3704,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3706,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3708,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3709,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3711,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3713,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3717,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3721,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3722,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3727,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3729,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3732,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3735,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3740,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3748,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3749,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3750,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3752,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3754,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3767,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3772,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3773,1,0,0,0,0,0,0,0,0,0,0,0,0,0
